table,block,architecture,algorithm,optimizer,scheme,voltage_amp,current_amp,model_seed,shuffle_seed,split_seed,G_min,G_max,epochs,T,K,planned_action,prelaunch_dependency,source_result_or_completion_record,template_or_parent_config,cell_id,original_planned_action,training_status,paper_status,official_test_status,collected_result,source_result_sha256,best_validation_accuracy_percent,final_validation_accuracy_percent,completed_epochs,source_evidence_class,source_target,future_target_and_job,source_commit,source_archive_sha256,official_test_read,last_checked
table1,T1_BPTT,conv2,BPTT,Adam,baseline,1,1,1,1,0,0,100,30,6,6,launch_new_seed,frozen_settings_check_and_seed_assets,results/paper-training-completion-20260911-v1/collected/akib_initial/000_T1_BPTT_conv2_baseline_gmax100_seed1_b30c8cc2/result.json,configs/conv/perfectdiode_conv123_zero_bias_ordinary_mnist_seed0_20260805_v1/conv2/01_baseline_adam_bias_zero_seed0.json,T1_BPTT_conv2_baseline_gmax100_seed1,launch_new_seed,complete_collected_validated,training_collected_paper_gates_pending,pending_contract_and_checkpoint_seal,bundles/table1_wide_bptt/conv2/baseline/seed1/result.json,cf86dc9e35a3ee178f822d71bb5e17a6229da6de28a749565500f34f1abf66e0,97.32,97.24000000000001,30,ordinary_mnist_training_completion,akib,akib: nohup PID 7068,022098cfe6eb151dff3f7403d3f4b358709152b9,e31766d681e85323da108150d5137f80764d63a869d2ffca95584f44e4dda6e8,false,2026-09-11T12:30:32.819647+00:00
table1,T1_BPTT,conv2,BPTT,Adam,baseline,1,1,2,2,0,0,100,30,6,6,launch_new_seed,frozen_settings_check_and_seed_assets,results/paper-training-completion-20260911-v1/collected/akib_initial/000_T1_BPTT_conv2_baseline_gmax100_seed2_8c4ff398/result.json,configs/conv/perfectdiode_conv123_zero_bias_ordinary_mnist_seed0_20260805_v1/conv2/01_baseline_adam_bias_zero_seed0.json,T1_BPTT_conv2_baseline_gmax100_seed2,launch_new_seed,complete_collected_validated,training_collected_paper_gates_pending,pending_contract_and_checkpoint_seal,bundles/table1_wide_bptt/conv2/baseline/seed2/result.json,2e3269fbffbab69a4face305ee7667cb1d3ac5462f989bb883aee5bf3f074fb5,97.34,97.28,30,ordinary_mnist_training_completion,akib,akib: nohup PID 7068,022098cfe6eb151dff3f7403d3f4b358709152b9,e31766d681e85323da108150d5137f80764d63a869d2ffca95584f44e4dda6e8,false,2026-09-11T12:53:01.690248+00:00
table1,T1_BPTT,conv2,BPTT,Adam,ours,4,1,0,0,0,0,100,30,6,6,reuse_collected_pending_paper_audit,paper_reuse_pair_audit_and_final_contract_seal,results/perfectdiode-conv123-zero-bias-ordinary-mnist-seed0-20260805-v1/runs/009_03_ours_adam_bias_zero_seed0_e175c959/result.json,configs/conv/perfectdiode_conv123_zero_bias_ordinary_mnist_seed0_20260805_v1/conv2/03_ours_adam_bias_zero_seed0.json,T1_BPTT_conv2_ours_gmax100_seed0,reuse_local,complete_collected_validated,reuse_and_pair_audit_pending,pending_contract_and_checkpoint_seal,bundles/table1_wide_bptt/conv2/ours/seed0/result.json,ee2a9b81fa73a4a314d2c178f4705606de1741855e4ea9c17a1adb20d5257e7c,98.10,98.08,30,ordinary_mnist_bias_ablation,jean-zay,,ac941dffa75ad142be3703c43134813168ac6f11,382df19e2baaea3b5d544a9e38fc5a348c7e1f8d6868254fcb2176d8c7ad213b,false,2026-09-11
table1,T1_BPTT,conv2,BPTT,Adam,ours,4,1,1,1,0,0,100,30,6,6,launch_new_seed,frozen_settings_check_and_seed_assets,results/paper-training-completion-20260911-v1/collected/akib_initial/000_T1_BPTT_conv2_ours_gmax100_seed1_94c531fa/result.json,configs/conv/perfectdiode_conv123_zero_bias_ordinary_mnist_seed0_20260805_v1/conv2/03_ours_adam_bias_zero_seed0.json,T1_BPTT_conv2_ours_gmax100_seed1,launch_new_seed,complete_collected_validated,training_collected_paper_gates_pending,pending_contract_and_checkpoint_seal,bundles/table1_wide_bptt/conv2/ours/seed1/result.json,0e052920d67d383ccd52a25a6a49f5e3abd9310c197dc388a9d12bd7a3562be2,98.22,97.92,30,ordinary_mnist_training_completion,akib,akib: nohup PID 7068,022098cfe6eb151dff3f7403d3f4b358709152b9,e31766d681e85323da108150d5137f80764d63a869d2ffca95584f44e4dda6e8,false,2026-09-11T14:24:39.273954+00:00
table1,T1_BPTT,conv2,BPTT,Adam,ours,4,1,2,2,0,0,100,30,6,6,launch_new_seed,frozen_settings_check_and_seed_assets,results/paper-training-completion-20260911-v1/collected/akib_initial/000_T1_BPTT_conv2_ours_gmax100_seed2_e8811a4f/result.json,configs/conv/perfectdiode_conv123_zero_bias_ordinary_mnist_seed0_20260805_v1/conv2/03_ours_adam_bias_zero_seed0.json,T1_BPTT_conv2_ours_gmax100_seed2,launch_new_seed,complete_collected_validated,training_collected_paper_gates_pending,pending_contract_and_checkpoint_seal,bundles/table1_wide_bptt/conv2/ours/seed2/result.json,9ce334c8f02a1c39acb8562409e2e113aacd83ac222219b12fc05d977f766ed8,98.24000000000001,98.11999999999999,30,ordinary_mnist_training_completion,akib,akib: nohup PID 7068,022098cfe6eb151dff3f7403d3f4b358709152b9,e31766d681e85323da108150d5137f80764d63a869d2ffca95584f44e4dda6e8,false,2026-09-11T15:04:24.252231+00:00
table1,T1_BPTT,conv2,BPTT,Adam,legacy,4,0.25,0,0,0,0,100,30,6,6,reuse_collected_pending_paper_audit,paper_reuse_pair_audit_and_final_contract_seal,results/perfectdiode-conv23-legacy-adam-physical-kcl-same-lr-bptt-rerun-seed0-20260826-v1/production/000_05_legacy_adam_bias_zero_seed0_6db2f139/result.json,configs/conv/perfectdiode_conv123_zero_bias_ordinary_mnist_seed0_20260805_v1/conv2/05_legacy_adam_bias_zero_seed0.json,T1_BPTT_conv2_legacy_gmax100_seed0,reuse_local,complete_collected_validated,reuse_and_pair_audit_pending,pending_contract_and_checkpoint_seal,bundles/table1_wide_bptt/conv2/legacy/seed0/result.json,891cbd72faf46eb1ee7f16d2c49cae8d6d8370f8a56b79a5f43c7a3ba77c3b34,98.30,98.08,30,ordinary_mnist_physical_kcl_same_lr_bptt_compatibility,jean-zay,,0efbfc4a4bb018b440365e5ad0f2a12bcafb290d,09439c4189c838ebdd049e635ec20122f77419710efacf6e987da1a794ce8503,false,2026-09-11
table1,T1_BPTT,conv2,BPTT,Adam,legacy,4,0.25,1,1,0,0,100,30,6,6,launch_new_seed,frozen_settings_check_and_seed_assets,results/paper-training-completion-20260911-v1/collected/akib_initial/000_T1_BPTT_conv2_legacy_gmax100_seed1_ae196f48/result.json,configs/conv/perfectdiode_conv123_zero_bias_ordinary_mnist_seed0_20260805_v1/conv2/05_legacy_adam_bias_zero_seed0.json,T1_BPTT_conv2_legacy_gmax100_seed1,launch_new_seed,complete_collected_validated,training_collected_paper_gates_pending,pending_contract_and_checkpoint_seal,bundles/table1_wide_bptt/conv2/legacy/seed1/result.json,b750b851b3284b607a9b75311440d27b55c39a53d92fea051a9b97595efec548,98.26,98.16,30,ordinary_mnist_training_completion,akib,akib: nohup PID 7068,022098cfe6eb151dff3f7403d3f4b358709152b9,e31766d681e85323da108150d5137f80764d63a869d2ffca95584f44e4dda6e8,false,2026-09-11T13:24:32.134531+00:00
table1,T1_BPTT,conv2,BPTT,Adam,legacy,4,0.25,2,2,0,0,100,30,6,6,launch_new_seed,frozen_settings_check_and_seed_assets,results/paper-training-completion-20260911-v1/collected/akib_initial/000_T1_BPTT_conv2_legacy_gmax100_seed2_02f6f089/result.json,configs/conv/perfectdiode_conv123_zero_bias_ordinary_mnist_seed0_20260805_v1/conv2/05_legacy_adam_bias_zero_seed0.json,T1_BPTT_conv2_legacy_gmax100_seed2,launch_new_seed,complete_collected_validated,training_collected_paper_gates_pending,pending_contract_and_checkpoint_seal,bundles/table1_wide_bptt/conv2/legacy/seed2/result.json,70ea62958f99a7bee18fb4c37064e1f9a1528897e48653021644f258b716acaf,98.34,98.28,30,ordinary_mnist_training_completion,akib,akib: nohup PID 7068,022098cfe6eb151dff3f7403d3f4b358709152b9,e31766d681e85323da108150d5137f80764d63a869d2ffca95584f44e4dda6e8,false,2026-09-11T14:12:27.876351+00:00
table1,T1_BPTT,conv3,BPTT,Adam,baseline,1,1,0,0,0,0,100,30,8,8,reuse_collected_pending_paper_audit,paper_reuse_pair_audit_and_final_contract_seal,results/perfectdiode-conv123-zero-bias-ordinary-mnist-seed0-20260805-v1/runs/013_01_baseline_adam_bias_zero_seed0_0f0a2169/result.json,configs/conv/perfectdiode_conv123_zero_bias_ordinary_mnist_seed0_20260805_v1/conv3/01_baseline_adam_bias_zero_seed0.json,T1_BPTT_conv3_baseline_gmax100_seed0,reuse_local,complete_collected_validated,reuse_and_pair_audit_pending,pending_contract_and_checkpoint_seal,bundles/table1_wide_bptt/conv3/baseline/seed0/result.json,46b75bcda1cf9da284b39902b1a51a7d7cf5adbb3a8ca65885044543ff75baf9,97.80,97.70,30,ordinary_mnist_bias_ablation,jean-zay,,ac941dffa75ad142be3703c43134813168ac6f11,382df19e2baaea3b5d544a9e38fc5a348c7e1f8d6868254fcb2176d8c7ad213b,false,2026-09-11
table1,T1_BPTT,conv3,BPTT,Adam,baseline,1,1,1,1,0,0,100,30,8,8,launch_new_seed,frozen_settings_check_and_seed_assets,results/paper-training-completion-20260911-v1/collected/trex_initial/000_T1_BPTT_conv3_baseline_gmax100_seed1_38099168/result.json,configs/conv/perfectdiode_conv123_zero_bias_ordinary_mnist_seed0_20260805_v1/conv3/01_baseline_adam_bias_zero_seed0.json,T1_BPTT_conv3_baseline_gmax100_seed1,launch_new_seed,complete_collected_validated,training_collected_paper_gates_pending,pending_contract_and_checkpoint_seal,bundles/table1_wide_bptt/conv3/baseline/seed1/result.json,8f0c86443d27966514a76c69037955729a72106c668a986f8397762dcb4bc17d,97.74000000000001,97.58,30,ordinary_mnist_training_completion,trex,trex: tmux paper-conv3-bptt,022098cfe6eb151dff3f7403d3f4b358709152b9,e31766d681e85323da108150d5137f80764d63a869d2ffca95584f44e4dda6e8,false,2026-09-11T15:35:47.736572+00:00
table1,T1_BPTT,conv3,BPTT,Adam,baseline,1,1,2,2,0,0,100,30,8,8,launch_new_seed,frozen_settings_check_and_seed_assets,results/paper-training-completion-20260911-v1/collected/loulou_wide_conv3_seed2/000_T1_BPTT_conv3_baseline_gmax100_seed2_5631dd8b/result.json,configs/conv/perfectdiode_conv123_zero_bias_ordinary_mnist_seed0_20260805_v1/conv3/01_baseline_adam_bias_zero_seed0.json,T1_BPTT_conv3_baseline_gmax100_seed2,launch_new_seed,complete_collected_validated,training_collected_paper_gates_pending,pending_contract_and_checkpoint_seal,bundles/table1_wide_bptt/conv3/baseline/seed2/result.json,d29bcc9ebae1f247db7fe9b4bb7e045a8449e7d8e6532a9837b267d675937c8a,97.76,97.74000000000001,30,ordinary_mnist_training_completion,loulou,loulou: nohup PID 721734; sole campaign RTX 5090,022098cfe6eb151dff3f7403d3f4b358709152b9,82b4e032f3d2de8f8152c9e5613595597bafa49dc31868b36ea63d7c5946ed2d,false,2026-09-11T17:40:34.601084+00:00
table1,T1_BPTT,conv3,BPTT,Adam,ours,4,1,0,0,0,0,100,30,8,8,reuse_collected_pending_paper_audit,paper_reuse_pair_audit_and_final_contract_seal,results/perfectdiode-conv123-zero-bias-ordinary-mnist-seed0-20260805-v1/runs/015_03_ours_adam_bias_zero_seed0_4d28abea/result.json,configs/conv/perfectdiode_conv123_zero_bias_ordinary_mnist_seed0_20260805_v1/conv3/03_ours_adam_bias_zero_seed0.json,T1_BPTT_conv3_ours_gmax100_seed0,reuse_local,complete_collected_validated,reuse_and_pair_audit_pending,pending_contract_and_checkpoint_seal,bundles/table1_wide_bptt/conv3/ours/seed0/result.json,825eb63dff0e97fd11a2175968ae2d1c417a0c58065622811bb6bbdbb20df19c,98.66,98.66,30,ordinary_mnist_bias_ablation,jean-zay,,ac941dffa75ad142be3703c43134813168ac6f11,382df19e2baaea3b5d544a9e38fc5a348c7e1f8d6868254fcb2176d8c7ad213b,false,2026-09-11
table1,T1_BPTT,conv3,BPTT,Adam,ours,4,1,1,1,0,0,100,30,8,8,launch_new_seed,frozen_settings_check_and_seed_assets,results/paper-training-completion-20260911-v1/collected/trex_wide_seed1_remaining/000_T1_BPTT_conv3_ours_gmax100_seed1_449c6bf3/result.json,configs/conv/perfectdiode_conv123_zero_bias_ordinary_mnist_seed0_20260805_v1/conv3/03_ours_adam_bias_zero_seed0.json,T1_BPTT_conv3_ours_gmax100_seed1,launch_new_seed,complete_collected_validated,training_collected_paper_gates_pending,pending_contract_and_checkpoint_seal,bundles/table1_wide_bptt/conv3/ours/seed1/result.json,ac9bfa1b34f7d3693aad652d9d400b392d5cbc113a50b3a20fd8079e8ca37197,98.46000000000001,98.42,30,ordinary_mnist_training_completion,trex,trex: nohup PID 1136216,022098cfe6eb151dff3f7403d3f4b358709152b9,82b4e032f3d2de8f8152c9e5613595597bafa49dc31868b36ea63d7c5946ed2d,false,2026-09-12T12:38:29.537101+00:00
table1,T1_BPTT,conv3,BPTT,Adam,ours,4,1,2,2,0,0,100,30,8,8,launch_new_seed,frozen_settings_check_and_seed_assets,results/paper-training-completion-20260911-v1/collected/loulou_wide_conv3_seed2/000_T1_BPTT_conv3_ours_gmax100_seed2_bf30ac61/result.json,configs/conv/perfectdiode_conv123_zero_bias_ordinary_mnist_seed0_20260805_v1/conv3/03_ours_adam_bias_zero_seed0.json,T1_BPTT_conv3_ours_gmax100_seed2,launch_new_seed,complete_collected_validated,training_collected_paper_gates_pending,pending_contract_and_checkpoint_seal,bundles/table1_wide_bptt/conv3/ours/seed2/result.json,768858d14ff8c21dcaae15e08b01925e0af7169f7f01b82afde1c51ab83872d3,98.56,98.56,30,ordinary_mnist_training_completion,loulou,loulou: nohup PID 721734; final case active as GPU child 740842; original eight-hour limit retained,022098cfe6eb151dff3f7403d3f4b358709152b9,82b4e032f3d2de8f8152c9e5613595597bafa49dc31868b36ea63d7c5946ed2d,false,2026-09-12T09:01:49.618693+00:00
table1,T1_BPTT,conv3,BPTT,Adam,legacy,4,0.25,0,0,0,0,100,30,8,8,reuse_collected_pending_paper_audit,paper_reuse_pair_audit_and_final_contract_seal,results/perfectdiode-conv23-legacy-adam-physical-kcl-same-lr-bptt-rerun-seed0-20260826-v1/production/000_05_legacy_adam_bias_zero_seed0_06f658e1/result.json,configs/conv/perfectdiode_conv123_zero_bias_ordinary_mnist_seed0_20260805_v1/conv3/05_legacy_adam_bias_zero_seed0.json,T1_BPTT_conv3_legacy_gmax100_seed0,reuse_local,complete_collected_validated,reuse_and_pair_audit_pending,pending_contract_and_checkpoint_seal,bundles/table1_wide_bptt/conv3/legacy/seed0/result.json,9b82c5fc686ef66fa8e2c499c456df29cc9228cbf74ae34f06c408b49c47beda,98.84,98.78,30,ordinary_mnist_physical_kcl_same_lr_bptt_compatibility,jean-zay,,0efbfc4a4bb018b440365e5ad0f2a12bcafb290d,09439c4189c838ebdd049e635ec20122f77419710efacf6e987da1a794ce8503,false,2026-09-11
table1,T1_BPTT,conv3,BPTT,Adam,legacy,4,0.25,1,1,0,0,100,30,8,8,launch_new_seed,frozen_settings_check_and_seed_assets,results/paper-training-completion-20260911-v1/collected/trex_wide_seed1_remaining/000_T1_BPTT_conv3_legacy_gmax100_seed1_6d37a5e9/result.json,configs/conv/perfectdiode_conv123_zero_bias_ordinary_mnist_seed0_20260805_v1/conv3/05_legacy_adam_bias_zero_seed0.json,T1_BPTT_conv3_legacy_gmax100_seed1,launch_new_seed,complete_collected_validated,training_collected_paper_gates_pending,pending_contract_and_checkpoint_seal,bundles/table1_wide_bptt/conv3/legacy/seed1/result.json,efb9b76177c934e50140e54b06e761b202b84394e7911a10ee0e17a41fad4a05,98.96000000000001,98.82,30,ordinary_mnist_training_completion,trex,trex: nohup PID 1136216,022098cfe6eb151dff3f7403d3f4b358709152b9,82b4e032f3d2de8f8152c9e5613595597bafa49dc31868b36ea63d7c5946ed2d,false,2026-09-12T11:17:12.279188+00:00
table1,T1_BPTT,conv3,BPTT,Adam,legacy,4,0.25,2,2,0,0,100,30,8,8,launch_new_seed,frozen_settings_check_and_seed_assets,results/paper-training-completion-20260911-v1/collected/loulou_wide_conv3_seed2/000_T1_BPTT_conv3_legacy_gmax100_seed2_65ca84f3/result.json,configs/conv/perfectdiode_conv123_zero_bias_ordinary_mnist_seed0_20260805_v1/conv3/05_legacy_adam_bias_zero_seed0.json,T1_BPTT_conv3_legacy_gmax100_seed2,launch_new_seed,complete_collected_validated,training_collected_paper_gates_pending,pending_contract_and_checkpoint_seal,bundles/table1_wide_bptt/conv3/legacy/seed2/result.json,889a2c8b95aad22ae0821019e05a84743fb589bc449fa6fdbacfe6925ccb17bc,98.88,98.86,30,ordinary_mnist_training_completion,loulou,loulou: nohup PID 721734; next case requires idle GPU after current baseline completes,022098cfe6eb151dff3f7403d3f4b358709152b9,82b4e032f3d2de8f8152c9e5613595597bafa49dc31868b36ea63d7c5946ed2d,false,2026-09-11T18:57:16.198621+00:00
